,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample80,Sample81,Sample82,Sample83,Sample84,Sample85
Map4k4,6.643260464,6.619491285,7.237929165,6.565079471,6.897070529,7.335245326,7.171729386,6.767638134,6.776038026,6.902651519,6.590468706,7.318971528,7.046849133,6.585747141,6.400556817,6.689769366,6.766743428,7.286085142,6.758410078,7.320033365,6.76723892,6.638709414,6.56567905,6.970979039,6.847664053,6.475895173,7.032640435,6.525546557,7.087242314,6.817955951,6.520757501,6.870067266,7.082734292,6.86705224,7.157866843,6.9234871,7.005494548,6.672991748,6.847590496,6.851379763,6.70687035,6.730671498,6.93312281,6.542505001,7.172406092,6.710655344,6.301623449,7.114018694,6.914745328,7.113964778,6.515664633,6.515664633,6.718385301,6.804426651,6.449464002,7.089558397,6.712849209,6.291059796,6.761538215,6.801648366,6.493964457,6.821718647,6.799472904,6.265699296,6.839767726,6.573565742,6.415601842,7.064874604,7.120203961,6.583841345,6.852648226,6.904965531,6.625065423,7.210440523,7.071256076,6.36341329,7.456774678,6.874324968,6.361895162,7.076815721,6.288480741,7.274623509,6.821058525,6.550047828,7.106748061
Map4k4,2.420794238,1.969800805,0.337989,1.853234621,1.844381179,1.194099273,1.237563811,2.381219705,2.5417623,2.344651441,2.387527057,1.500294563,2.408611856,2.583778235,2.13401639,1.754560139,2.610176845,2.204806236,2.358715946,2.04410838,2.455316018,2.067457386,2.36620398,1.768937032,2.133248339,2.665148477,1.428413692,2.205917321,0.661301956,1.453906908,2.837747944,2.398851866,2.736254548,2.357650475,2.081909371,1.945167953,1.94430639,2.517245886,1.993072104,2.332795618,2.142207256,2.259180522,1.685001797,1.494136285,1.415760514,0.993418937,2.30709817,1.344771762,1.79475947,1.344731865,1.678662492,1.678662492,0.825978808,1.455238746,2.55402899,2.550644973,2.434693951,2.016924285,3.146787242,1.93185579,2.870936933,2.516723415,2.24576302,2.419964683,2.2767436,2.576415474,2.439049925,2.787334223,2.483305457,2.044821717,1.303243254,0.978783926,2.348712448,1.564964627,2.110094881,2.02734628,0.463102188,1.173974718,2.519279417,2.357001699,2.329047529,1.818678051,1.929155279,2.50651138,0.700221129
Map4k4,4.711190729,6.072070271,7.097865394,6.410907062,5.83927132,6.483974372,6.766723734,5.974993156,6.75370131,5.822212447,5.234077175,7.442586521,7.2535237,6.095481429,4.198858097,5.00056097,5.347668203,7.077149154,6.521878505,6.25173147,5.87125699,5.851000262,6.032992608,7.11760314,6.286187925,5.919003439,7.310084425,5.456564171,6.926621871,6.15871345,5.048288585,6.515986365,5.183823865,6.433605656,7.433727717,6.462437837,6.069467392,5.211985516,6.151129622,5.822301091,5.796941819,5.453150894,6.287590396,5.618168667,6.335067812,5.956150186,5.717795828,7.200230409,6.967138201,7.200176489,6.457461402,6.457461402,6.376397032,6.109316007,5.996984922,7.45029977,6.395983948,5.131150868,6.618049403,6.078651641,4.943786496,5.859150692,5.709228775,4.505846394,6.694160996,6.38502706,5.692795132,5.689196955,7.421232796,6.398964502,7.567033705,5.98718839,5.520727578,7.134852409,6.791747524,5.590107011,8.182448213,5.831284541,4.73253998,6.09570213,5.046504988,7.498316805,6.452095149,5.312059847,7.899865324
Map4k4,5.090994059,5.193806333,5.824117014,4.730187924,5.820859016,6.035851381,6.251374126,5.338775291,5.689694186,5.678374498,5.64356691,6.658872065,6.217075428,5.225761377,4.888536541,5.59017219,5.178463901,6.308539961,5.739920453,5.918195579,5.569327853,5.515151698,5.197079293,6.136092479,5.149138705,5.23919823,5.903423046,5.405159715,6.13329302,5.355617894,5.188643927,5.618980632,5.571989519,5.711213155,6.699801157,5.064917467,5.561215032,5.68335174,5.691928529,5.285234923,5.137462811,4.928468424,5.427702719,5.386551123,5.983837977,5.42364545,5.183372086,6.144361936,5.644566074,6.144308092,5.344271759,5.344271759,6.070819795,5.507213759,5.338991665,6.406392406,5.691373186,5.37544994,5.576193715,5.701848957,4.827140421,5.433663592,5.212183237,4.904514112,5.819592487,4.768402224,5.233351186,5.887225111,5.884172207,5.762733884,6.192346737,5.586068073,5.49140703,6.591048371,6.031612947,4.917449206,6.529374025,5.567157719,5.125930446,5.481464649,5.469030226,6.500049176,5.443757097,5.296465169,6.381887443
Map4k4,0,0,0,1.092093584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.109317653,0,0,0,0,0,0,0,0,0,0,0,1.749794881,0,1.564874181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pou3f3,0,0.274882472,0,0.382869388,0,0,0.22924628,0.160955867,0.247585558,0.197679795,0,0.129544961,0.190485211,0,0.24133129,0.328294266,0,0,0.168265337,0.226581927,0.567632206,0.490193737,0.243004511,0.122984989,0.314695092,0.647147099,0.109480331,0,0.122756049,0.18981829,0.313033144,0.169595544,0.128532532,0,0,0,0,0.280275745,0.118971754,0.182748093,0.216682979,0,0.099740419,0.090412114,0.108286396,0,0,0.097046668,0.168742201,0.097041677,0.089378876,0.089378876,0,0,0.150974515,0,0.09731073,0,0.213531802,0,0,0,0.385928322,0,0,0.258537419,0,0,0.205926472,0,0.081494174,0.152494208,0.187533392,0,0.106873452,0.222507294,0.074613816,0.164637404,0,0.416793656,0.159257527,0,0.272679291,0,0
Pou3f3,0.449090475,0.45875663,0.161074975,0.590634104,0.322095292,0.181674322,0.092681306,0.211142867,0.224061452,0.162511884,0.174586708,0.018434783,0.219071354,0.899103454,0.20668151,0.200715681,0.507317802,0.113534494,0.194623844,0.12823626,0.378604708,0.4434692,0.715523919,0.219512943,0.672054058,0.755104966,0.116836855,0.673704395,0.099866175,0.211671001,0.866442538,0.159429301,0.228887472,0.660676858,0.136649486,0.679822926,0.412877129,0.258826944,0.212460275,0.212582889,0.634582928,0.357522618,0.156161466,0.119983105,0.030319307,0.669776457,0.732859284,0.140428129,0.112024896,0.14042106,0.118352911,0.118352911,0.142272221,0.215307645,0.292650232,0.122357697,0.175918159,0.201291842,0.306551819,0.268114806,1.075662976,0.356253098,0.374361274,0.662623481,0.394399437,0.335456805,0.947025465,0.772694301,0.267881129,0.172113579,0.138080904,0.124688765,0.119250215,0.065680833,0.132252482,0.580389957,0.098721517,0.24940993,0.751458089,0.224868879,0.309233697,0.089428576,0.667353736,0.521289654,0.178719605
Wdr75,3.845198335,3.387622447,3.666534395,3.947497037,3.741748058,3.585642361,3.395243491,3.902668388,3.734370532,3.914884832,3.283078501,3.032037747,3.579539907,3.961317097,3.616405435,4.07902684,3.551064585,3.086762595,3.616955675,3.415051121,3.404021811,3.435871587,3.726027704,3.710350786,3.79713946,4.022493376,3.953876439,4.183950592,4.030393703,3.71796315,4.108591957,3.740055734,3.681902169,4.142764639,3.471904886,3.847996043,3.79057436,3.874336126,3.810855601,3.926465189,3.757026298,3.49307508,3.672596702,3.73241036,3.022109528,3.475606762,3.6053208,2.971685752,4.234347868,2.971634556,3.910349839,3.910349839,3.198089593,3.523901136,3.720846883,3.565914406,3.590982583,3.395255354,3.492042031,3.333429538,3.758478419,3.756012152,3.6005643,3.597643403,3.517466191,3.753709978,4.096095582,4.095581228,3.984064562,3.766291605,3.657476871,3.941291202,3.669520897,3.766513165,3.982548543,3.815513411,3.516352331,3.435368761,4.252497101,3.811905684,4.065389585,3.708657285,3.695323422,3.678816472,3.252823047
Stat4,0.655047571,0.417413574,0.676083676,0.558712631,0.698983917,0.569215961,1.008844939,0.345206007,0.719796697,0.872797993,0.357270452,0.193513304,0.60194733,0.178042954,0.367032941,0.208172468,0.449642605,0.168842449,0.378956392,0.5033637,0.604974138,0.786501223,0.329796056,1.222698358,0.853008099,0.261532359,0.369202856,0.889061311,1.069475299,1.870063348,0.277466605,0.595180374,1.904752457,0.300107918,0.704006963,0.644562659,0.916489991,0.699459045,0.231179365,0.589083262,0.533017896,0.314109749,1.078949019,0.433413603,0.632710044,0.696945918,0.332054847,0.873550457,0.624091029,0.873519024,0.353027632,0.353027632,0.598516559,0.587117855,0.550270057,0.820684285,0.736654546,0.595989072,0.347659577,0.392261924,0.680962235,0.660413364,0.552982169,0.681164144,0.546246835,0.663748481,0.64515632,0.615262286,0.462685284,0.455299947,0.569641964,0.828403438,0.310365556,0.861986185,1.075528589,0.700164804,1.256214722,0.919899047,0.720848452,0.342707372,0,1.065542176,0.478274842,0.795995527,0.661343982
Sf3b1,3.555382784,3.308499388,2.59239571,3.256836885,3.2373202,2.688577759,3.25474137,2.848543893,2.943763032,2.657718287,3.041891937,2.167746636,2.919478477,3.460748457,3.091091483,3.290604644,3.187901315,1.902739328,3.098627593,2.885698804,3.348012867,3.026276731,3.547540056,2.194375226,2.923310788,3.498600506,2.855366298,3.678486243,2.640738048,3.282996498,3.519313926,3.003754094,2.820855658,2.891732091,2.13727576,2.888469586,2.78097596,3.123865551,2.710044409,3.047082305,3.225140422,3.162764307,2.523697793,3.192283373,2.478506365,2.878355646,3.41286209,2.712471955,2.910347286,2.712421577,3.09080549,3.09080549,2.599700733,3.090271184,3.212698908,2.314784252,2.701574862,3.100472031,3.012934389,2.6649638,3.699458241,2.762339315,3.097588305,3.218481528,2.656359831,3.110911397,3.435442648,3.172300042,2.955040528,2.876908655,2.426825912,2.855354093,3.297881469,2.061784879,2.69993939,3.556207819,2.179664827,3.241297176,3.59204812,2.521245677,3.21751258,2.249848942,3.203345909,3.068385396,2.220363014
Sf3b1,0,0,0,0,0,0,0,0,0,0.024478068,0,0,0,0,0,0,0.012483477,0,0,0,0,0,0,0,0,0.081642079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094165458,0,0.047036741
Sf3b1,1.355567015,1.231261245,2.205129853,2.049786264,2.497324119,2.172272833,2.182957511,2.831725711,2.197429824,4.136128797,1.260082317,1.814727387,3.221752544,1.160431884,2.323443054,3.130789942,2.175240467,1.788093884,3.288667983,3.258773819,2.261921404,4.682824819,0.653963496,2.59867301,1.756352961,1.631307985,2.593613522,1.031787731,1.672944646,0.863988041,0.848689817,2.361257251,4.174812622,1.788559067,1.95937294,4.873547391,2.148792705,2.594286168,2.790897321,1.80539429,2.291150721,1.88135821,1.32234143,1.28594255,1.921352789,1.294797814,1.891385467,1.516132642,1.148200716,1.51609053,1.646830956,1.646830956,2.277455801,1.474365321,1.292708671,2.108024972,2.229538717,1.685226053,1.641906993,0.540363652,1.437621843,2.465575292,2.272159248,3.324751844,3.86089454,3.325300344,1.21913333,0.573398452,1.979225913,2.667628281,3.073787128,2.215071165,1.394892912,2.991415663,2.282375449,0.998539259,3.007260532,0.997364136,1.517221821,1.860606718,0.988461951,0.736216691,1.082812035,1.152014344,1.942563248
Sf3b1,0.804622819,1.292811889,1.865612649,2.125655616,0.746531384,0.938802196,1.028707597,1.800672081,1.990502778,1.943913438,1.156357216,0.755168869,1.509497935,1.30243754,2.09737717,2.971971242,2.363943896,0.899403308,1.384813351,1.604550183,2.182912319,1.267747349,0.886492718,1.953024804,1.804571868,0.781033436,1.34232126,0.747682765,1.679791197,1.178609567,0.660825916,1.478396639,0.961799499,0.979988214,1.092605274,2.222779993,1.543603164,1.117216581,1.065968934,1.610313244,1.813444706,1.553282311,2.026251131,1.188946591,1.036445765,1.808280712,0.862099915,1.025107435,0.754391479,1.025072834,0.996237568,0.996237568,1.959515289,1.266648956,0.744447035,1.044335092,1.098626456,0.58467604,0.570308902,0.742020707,0.848868821,1.480270251,1.378497325,1.986139704,2.041649928,2.395371681,0.983682072,0.837490209,0.705888127,1.582560168,1.490491841,1.508577489,0.499928053,1.118628238,0.917037548,1.05841068,0.706935218,1.593441974,0.638218566,1.34260605,0.51836931,0.922206749,0.941503614,1.139757779,0.52648232
Sf3b1,0,0,0,0,0,0,0.706272245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577771473,0.929589448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067682706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37255552,0,0,0,0,0,0,0,0,0,0,0,0,0
Sf3b1,6.796241685,7.007833711,7.494956443,6.983888109,7.088435715,7.41898944,7.42245215,7.112461312,7.260145407,7.438132255,7.182571406,7.802048774,7.413433906,7.036466001,6.90172599,7.717559256,7.31239918,7.674090512,7.152063427,7.360005039,7.076349372,7.419332092,7.02906214,7.437055201,7.066177875,6.881544676,7.292367724,6.858839664,7.488110143,7.158818555,6.677030254,7.233620805,6.876620785,7.264585838,7.631059197,7.143358953,7.298719599,7.064573315,7.346539812,7.171358257,6.979138771,7.359133295,7.328348856,7.164418101,7.495369063,7.160308973,6.931979953,7.4818912,7.290625515,7.481837271,7.610996252,7.610996252,7.401515635,7.139824146,7.248340455,7.677466894,7.438764217,7.32596659,7.499148878,7.467245515,6.885364665,7.276089401,7.186084895,6.979958206,7.66514035,7.121293595,7.21351747,7.330319988,7.590585011,7.417037863,7.639722855,7.419309262,7.423016026,7.690402422,7.450826603,6.769193041,7.936270141,7.207273825,6.931475477,7.443231688,7.057132845,7.883767621,6.999292697,6.899972215,7.722901737
Sf3b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069724461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sf3b1,3.490932279,3.505387953,3.053093663,3.406008768,3.356317393,2.993335233,2.874111622,3.477627994,3.404715833,3.788250576,3.750734513,2.762167654,3.292581994,3.677586289,3.754905839,3.580472515,3.515675408,2.508963611,3.586389353,3.344261148,3.727643196,3.511806282,3.391780594,2.922340673,3.352303894,3.636836773,3.124985117,3.47912589,3.342536207,3.444108621,3.519547245,3.201013839,3.187765175,3.446558018,3.052044392,3.579739375,3.273811923,3.658473761,3.454491552,3.481303521,3.704538896,3.551031908,3.074588661,3.864532847,3.277714781,3.437633214,3.577111808,3.108909832,3.412408131,3.108858281,3.563617825,3.563617825,3.318482471,3.416316259,3.659086015,2.992489864,3.472053817,3.752656181,3.372400478,3.139857252,3.722421194,3.400985155,3.604983136,3.705566302,3.516607259,3.770950818,3.91967251,3.210804293,2.92123119,3.532529427,3.246010247,3.328469073,3.722079564,3.168122876,3.069762893,3.674761015,2.357501968,3.527024799,3.634717333,3.374940075,3.45895951,2.862471632,3.695200155,3.404460598,2.766983724
Sf3b1,2.903455051,2.434764939,1.957705185,2.639815592,2.460507606,2.108611837,2.384656605,2.363048653,2.599020513,2.31938804,2.461015178,1.885553726,2.443415273,2.511585994,2.575261335,2.656910114,2.91634619,1.792357968,2.666958072,2.505072031,2.579678158,2.564181713,2.27933474,1.800949751,2.39035945,2.543185966,2.686335305,2.643086954,2.075171839,2.479598989,2.680744998,2.619902382,2.687302177,2.602527238,2.201400165,2.950587405,2.563132626,2.814916533,2.566480985,2.576235086,2.754258745,2.614193113,2.481300518,2.671623213,2.344586744,2.474819802,2.6925101,2.133148893,2.405256539,2.133101326,2.527785675,2.527785675,1.978914164,2.315756047,2.363513309,2.165172622,2.517973657,2.609571364,2.0381575,2.239872802,2.535205977,2.104396299,2.222971885,2.497357837,2.387925759,2.634098254,2.411505452,2.238364082,2.881687947,2.79261522,2.393696934,2.536115822,2.551521784,2.209666223,2.446457497,2.640870802,2.086980492,2.518245922,2.431533017,2.11204348,2.750713967,1.83826762,2.618241027,2.450623558,1.94076574
Hspd1,2.535812962,2.418354878,2.363428972,2.391594712,2.520614945,2.403992389,2.44194914,2.442509108,2.475252762,2.505181899,2.426898518,2.131442584,1.929393981,2.408614573,2.412670605,2.34598799,2.484236511,2.299852483,2.51559722,2.362156254,2.367951385,2.552837877,2.28445382,2.426249767,2.137522388,2.298299608,2.019433608,2.389085272,2.061213814,2.395750802,2.022405865,2.394689885,2.451708139,2.38419275,1.996804623,2.326154674,2.303073762,2.278004812,2.281966377,2.037583081,2.43179739,2.533644404,2.423458571,2.388077072,2.480822541,2.564297207,2.434115476,2.220129322,2.491856817,2.220081222,2.483732809,2.483732809,2.276198586,2.400007005,2.463287573,2.036995253,2.549753998,2.487005198,2.248200629,2.338421579,2.417918213,2.383622912,2.393569353,2.448052418,2.3663849,2.423340384,2.244714714,2.343432239,2.415635045,2.44646296,2.419558776,2.546975251,2.709419382,2.356246964,2.464222896,2.443994086,2.429170631,2.432827084,2.489480763,2.061601427,2.463879104,2.27129925,2.494657721,2.334418443,2.188873092
Hspd1,0,0,0,0,0,0,0,0,0,0,0,0,0.88218314,1.119053536,0,0,0,0,0,0,0,0,0.954790263,0,0,1.117124226,1.158792744,0,0.861870888,0,1.152688125,1.090688171,0,0,0,0,0,1.100683205,0.969150413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016247709,0,0,1.091153101,0,0,0,0,0,0,0,0,0,0.867433728,0,0,0,0,0
Hspd1,2.332283689,2.197971841,0.183692844,0.866485556,2.490322155,0.939079563,0.621013456,1.743692513,0.851888408,1.069685768,1.222189071,0,0,2.496426233,2.000419453,1.772534278,2.528691904,0,1.600317477,0.111748645,0.648471235,0.542181785,2.625439032,0.936882223,1.944090977,2.045481737,0.518734412,2.642303986,0.439170459,1.863712036,2.626044539,0.303007161,1.729694179,2.343666796,0.529316362,0.809357045,1.237337315,2.363971814,2.444584192,2.136280113,2.305055441,1.667816945,0.344474644,1.598201868,0,0.477467833,2.518563866,0.355263632,1.840913396,0.355247498,2.225683435,2.225683435,0.492025087,1.451004577,1.939806467,0.139586203,1.19479065,1.569926076,0.405747213,0.454973251,2.635334265,1.056664703,1.373730806,1.864861663,1.117971147,1.574841955,2.493593942,2.135594391,1.809782187,1.229387587,0.201727187,1.227996342,2.058382279,0,0.862142943,1.948196164,0.171571325,0.993642556,2.897930442,0.577200492,1.812942413,0.281537202,2.528015274,2.033243667,0
Hspd1,0.35452227,0.338642624,0.191950386,0.334178927,0.205266416,0.203666377,0.345276428,0.468674855,0.29244489,0.566720965,0.339850488,0.290980608,0.2160219,0.292008634,0.54701463,0.479363141,0.452102452,0.474238873,0.313167877,0.553896206,0.401773668,1.080785306,0.621130093,0.801606772,0.441909422,0.741526657,0.584885421,0.318242052,0.366963462,0.475131817,0.541821604,0.396977538,0.253488336,0.212910063,0.255328983,0.450462053,0.292211349,0.72324416,0.703495344,0.422055111,0.612765281,0.246375375,0.174980262,0.275283677,0.246293647,0.120987577,0.440671042,0.297126449,0.326082075,0.297112579,0.335769382,0.335769382,0.326528094,0.197236469,0.462386976,0.386923694,0.319044233,0.35277739,0.123575525,0.09644048,0.489765585,0.130341234,0.25253786,0.549440398,0.643416577,0.39607747,0.477931442,0.281123012,0.138798293,0.315263617,0.409012178,0.176538535,0.487836513,0.253038374,0.136163262,0.472784753,0.497115005,0.462427864,0.247098722,0.41453983,0.428383833,0.157089395,0.456271005,0.35878663,0.212870814
Hspe1,2.11407541,1.320395169,1.624124764,2.414237153,1.921933971,2.155416397,3.304074208,2.261831702,2.205460415,2.096673414,1.839950269,2.784611456,2.44991538,1.721874737,2.62776957,3.060130507,2.362970927,2.77933812,2.177487814,2.838032772,2.880137689,2.568755536,1.946384951,2.706374829,2.031490988,1.710637613,2.312821892,1.833007468,2.271948348,2.321057997,1.682822406,2.14300516,1.83820754,2.27696111,3.227105695,4.19664219,2.162897623,2.208246124,2.019675234,1.990053523,1.798264564,1.673888914,1.83357702,2.23517195,2.603113888,2.187841203,1.641004294,2.306135969,1.577187858,2.306087387,1.634093384,1.634093384,2.21080863,1.698550339,1.59180727,2.472686805,2.260248664,2.191619655,2.874561931,2.408127198,1.53644933,2.358769946,1.660779778,2.228903906,3.205945021,2.609215076,1.881397088,1.568766013,3.765446127,2.259749489,2.885008006,2.93118868,1.973101305,1.913100406,2.109493546,2.064478908,2.54725638,2.140995951,1.636531065,2.313121222,1.832666494,2.389486118,1.651948842,2.41367821,3.090833152
Satb2,2.571394412,2.44541483,1.064062401,1.865149772,2.578445639,1.71084675,1.84772573,1.084510743,0.909857446,0.969488221,2.371422967,2.171858833,1.387769346,2.53055566,2.80694835,2.880528426,2.44041887,2.083126246,1.525088459,1.264831446,1.542539575,1.120071552,3.103336,2.54492785,2.49710477,2.781392358,1.165137369,3.167704503,1.603779883,2.721551206,2.193938103,2.249282483,2.146608802,3.16258828,1.708467449,1.542802093,2.340438461,2.548861761,2.755220955,2.134081461,2.631670163,1.897239111,0.65398553,1.086835164,1.57912081,1.243338565,2.375150816,0.670723132,1.697210958,0.670696764,1.088454206,1.088454206,1.143461008,2.143137277,2.087769397,1.167426257,1.358827743,2.27299542,2.086758429,1.657986529,2.635236735,1.208301092,1.246473377,2.102799946,1.947842185,1.979704606,2.74978246,2.375294593,2.118706968,1.450779719,0.791135573,1.652088298,2.050965296,1.066116213,1.544322903,2.446619003,1.842543654,1.747479908,2.760482935,2.419777356,2.426084271,1.159961078,2.743429144,2.556437464,1.436852238
Satb2,2.290192043,2.939635861,0,1.003457449,2.91996416,1.093915324,0,1.326414739,0.190323656,0,2.295208421,0,0,3.03855081,1.974835801,0.615896852,2.474572535,0.613753514,1.262712083,0,0,0,2.697910022,0,1.449958232,2.848764899,0.384257215,3.066341511,0,1.16425253,2.660149382,0,1.352287691,3.230263458,0.391400107,0.956425762,1.511515643,2.681273613,1.725711995,1.828876222,2.326726442,2.185983705,0.210500663,1.611448516,0,0,2.603601645,0.216749185,1.300180943,0.21673867,2.892227098,2.892227098,1.152827758,1.548553047,1.97757794,0.411696558,0.377076183,2.086190694,0.493508308,0.995992072,3.433927961,0.957267845,0.797322024,2.134284705,0,2.172297059,2.37878875,1.671068351,1.158274921,1.04625849,0.175262666,0.273550779,3.165946107,0.183370229,0.431372983,2.484571094,0,1.010954449,2.885811112,1.061234644,2.456830688,0,2.899434121,2.951459137,0
Bzw1,0,4.712287833,4.224903239,4.693950257,4.97381555,4.782301813,4.448172824,4.905677305,4.674691729,5.129137008,5.046013418,4.49509651,4.438105374,0,5.089691877,4.827619009,0,4.601352669,5.11731171,4.851175336,4.912419348,5.218299097,4.723348173,4.453797828,4.628332193,4.8562417,4.801150718,4.680869374,4.597542726,4.673101006,4.714506518,4.485599744,4.805595587,4.842624341,4.444114201,4.923652556,4.924676421,5.009885002,4.792512455,4.8685262,4.822746281,5.270123934,4.811601778,5.180498016,4.868471317,4.916099553,5.035148315,4.706581848,5.128812946,4.706528376,5.253520614,5.253520614,4.788730939,4.874350457,5.106693766,4.712822324,5.19886333,4.999969693,4.781481787,4.519690114,4.935859103,4.914335721,5.101642049,4.957048832,4.965660106,5.029663964,4.948593628,4.581743397,4.433528572,4.911395525,4.742570949,4.8530464,0,4.515380368,4.644834621,4.85291473,4.477531193,4.720632713,4.929718347,4.78407287,4.825764527,4.641965618,4.907268063,5.01351475,4.553119903
